date,entity,iso_code,indicator,value
2021-12-23,Malaysia,MYS,Daily ICU occupancy per million,9.724
2021-12-23,Malaysia,MYS,Daily hospital occupancy,2713.0
2021-12-23,Malaysia,MYS,Daily hospital occupancy per million,79.939
2021-12-23,Malaysia,MYS,Weekly new hospital admissions,2788.0
2021-12-23,Malaysia,MYS,Weekly new hospital admissions per million,82.149
2021-12-24,Malaysia,MYS,Daily ICU occupancy,339.0
2021-12-24,Malaysia,MYS,Daily ICU occupancy per million,9.989
2021-12-24,Malaysia,MYS,Daily hospital occupancy,2692.0
2021-12-24,Malaysia,MYS,Daily hospital occupancy per million,79.321
2021-12-24,Malaysia,MYS,Weekly new hospital admissions,2720.0
2021-12-24,Malaysia,MYS,Weekly new hospital admissions per million,80.146
2021-12-25,Malaysia,MYS,Daily ICU occupancy,324.0
2021-12-25,Malaysia,MYS,Daily ICU occupancy per million,9.547
2021-12-25,Malaysia,MYS,Daily hospital occupancy,2656.0
2021-12-25,Malaysia,MYS,Daily hospital occupancy per million,78.26
2021-12-25,Malaysia,MYS,Weekly new hospital admissions,2628.0
2021-12-25,Malaysia,MYS,Weekly new hospital admissions per million,77.435
2021-12-26,Malaysia,MYS,Daily ICU occupancy,306.0
2021-12-26,Malaysia,MYS,Daily ICU occupancy per million,9.016
2021-12-26,Malaysia,MYS,Daily hospital occupancy,2668.0
2021-12-26,Malaysia,MYS,Daily hospital occupancy per million,78.613
2021-12-26,Malaysia,MYS,Weekly new hospital admissions,2627.0
2021-12-26,Malaysia,MYS,Weekly new hospital admissions per million,77.405
2021-12-27,Malaysia,MYS,Daily ICU occupancy,297.0
2021-12-27,Malaysia,MYS,Daily ICU occupancy per million,8.751
2021-12-27,Malaysia,MYS,Daily hospital occupancy,2673.0
2021-12-27,Malaysia,MYS,Daily hospital occupancy per million,78.761
2021-12-27,Malaysia,MYS,Weekly new hospital admissions,2681.0
2021-12-27,Malaysia,MYS,Weekly new hospital admissions per million,78.996
2021-12-28,Malaysia,MYS,Daily ICU occupancy,302.0
2021-12-28,Malaysia,MYS,Daily ICU occupancy per million,8.899
2021-12-28,Malaysia,MYS,Daily hospital occupancy,2612.0
2021-12-28,Malaysia,MYS,Daily hospital occupancy per million,76.963
2021-12-28,Malaysia,MYS,Weekly new hospital admissions,2657.0
2021-12-28,Malaysia,MYS,Weekly new hospital admissions per million,78.289
2021-12-29,Malaysia,MYS,Daily ICU occupancy,288.0
2021-12-29,Malaysia,MYS,Daily ICU occupancy per million,8.486
2021-12-29,Malaysia,MYS,Daily hospital occupancy,2639.0
2021-12-29,Malaysia,MYS,Daily hospital occupancy per million,77.759
2021-12-29,Malaysia,MYS,Weekly new hospital admissions,2626.0
2021-12-29,Malaysia,MYS,Weekly new hospital admissions per million,77.376
2021-12-30,Malaysia,MYS,Daily ICU occupancy,281.0
2021-12-30,Malaysia,MYS,Daily ICU occupancy per million,8.28
2021-12-30,Malaysia,MYS,Daily hospital occupancy,2621.0
2021-12-30,Malaysia,MYS,Daily hospital occupancy per million,77.229
2021-12-30,Malaysia,MYS,Weekly new hospital admissions,2614.0
2021-12-30,Malaysia,MYS,Weekly new hospital admissions per million,77.022
2021-12-31,Malaysia,MYS,Daily ICU occupancy,269.0
2021-12-31,Malaysia,MYS,Daily ICU occupancy per million,7.926
2021-12-31,Malaysia,MYS,Daily hospital occupancy,2664.0
2021-12-31,Malaysia,MYS,Daily hospital occupancy per million,78.496
2021-12-31,Malaysia,MYS,Weekly new hospital admissions,2602.0
2021-12-31,Malaysia,MYS,Weekly new hospital admissions per million,76.669
2022-01-01,Malaysia,MYS,Daily ICU occupancy,273.0
2022-01-01,Malaysia,MYS,Daily ICU occupancy per million,8.044
2022-01-01,Malaysia,MYS,Daily hospital occupancy,2621.0
2022-01-01,Malaysia,MYS,Daily hospital occupancy per million,77.229
2022-01-01,Malaysia,MYS,Weekly new hospital admissions,2625.0
2022-01-01,Malaysia,MYS,Weekly new hospital admissions per million,77.346
2022-01-02,Malaysia,MYS,Daily ICU occupancy,284.0
2022-01-02,Malaysia,MYS,Daily ICU occupancy per million,8.368
2022-01-02,Malaysia,MYS,Daily hospital occupancy,2588.0
2022-01-02,Malaysia,MYS,Daily hospital occupancy per million,76.256
2022-01-02,Malaysia,MYS,Weekly new hospital admissions,2572.0
2022-01-02,Malaysia,MYS,Weekly new hospital admissions per million,75.785
2022-01-03,Malaysia,MYS,Daily ICU occupancy,265.0
2022-01-03,Malaysia,MYS,Daily ICU occupancy per million,7.808
2022-01-03,Malaysia,MYS,Daily hospital occupancy,2524.0
2022-01-03,Malaysia,MYS,Daily hospital occupancy per million,74.37
2022-01-03,Malaysia,MYS,Weekly new hospital admissions,2545.0
2022-01-03,Malaysia,MYS,Weekly new hospital admissions per million,74.989
2022-01-04,Malaysia,MYS,Daily ICU occupancy,252.0
2022-01-04,Malaysia,MYS,Daily ICU occupancy per million,7.425
2022-01-04,Malaysia,MYS,Daily hospital occupancy,2572.0
2022-01-04,Malaysia,MYS,Daily hospital occupancy per million,75.785
2022-01-04,Malaysia,MYS,Weekly new hospital admissions,2493.0
2022-01-04,Malaysia,MYS,Weekly new hospital admissions per million,73.457
2022-01-05,Malaysia,MYS,Daily ICU occupancy,257.0
2022-01-05,Malaysia,MYS,Daily ICU occupancy per million,7.573
2022-01-05,Malaysia,MYS,Daily hospital occupancy,2512.0
2022-01-05,Malaysia,MYS,Daily hospital occupancy per million,74.017
2022-01-05,Malaysia,MYS,Weekly new hospital admissions,2482.0
2022-01-05,Malaysia,MYS,Weekly new hospital admissions per million,73.133
2022-01-06,Malaysia,MYS,Daily ICU occupancy,253.0
2022-01-06,Malaysia,MYS,Daily ICU occupancy per million,7.455
2022-01-06,Malaysia,MYS,Daily hospital occupancy,2577.0
2022-01-06,Malaysia,MYS,Daily hospital occupancy per million,75.932
2022-01-06,Malaysia,MYS,Weekly new hospital admissions,2479.0
2022-01-06,Malaysia,MYS,Weekly new hospital admissions per million,73.044
2022-01-07,Malaysia,MYS,Daily ICU occupancy,254.0
2022-01-07,Malaysia,MYS,Daily ICU occupancy per million,7.484
2022-01-07,Malaysia,MYS,Daily hospital occupancy,2502.0
2022-01-07,Malaysia,MYS,Daily hospital occupancy per million,73.722
2022-01-07,Malaysia,MYS,Weekly new hospital admissions,2480.0
2022-01-07,Malaysia,MYS,Weekly new hospital admissions per million,73.074
2022-01-08,Malaysia,MYS,Daily ICU occupancy,253.0
2022-01-08,Malaysia,MYS,Daily ICU occupancy per million,7.455
2022-01-08,Malaysia,MYS,Daily hospital occupancy,2547.0
2022-01-08,Malaysia,MYS,Daily hospital occupancy per million,75.048
2022-01-08,Malaysia,MYS,Weekly new hospital admissions,2476.0
2022-01-08,Malaysia,MYS,Weekly new hospital admissions per million,72.956
2022-01-09,Malaysia,MYS,Daily ICU occupancy,249.0
2022-01-09,Malaysia,MYS,Daily ICU occupancy per million,7.337
2022-01-09,Malaysia,MYS,Daily hospital occupancy,2550.0
2022-01-09,Malaysia,MYS,Daily hospital occupancy per million,75.137
2022-01-09,Malaysia,MYS,Weekly new hospital admissions,2533.0
2022-01-09,Malaysia,MYS,Weekly new hospital admissions per million,74.636
2022-01-10,Malaysia,MYS,Daily ICU occupancy,253.0
2022-01-10,Malaysia,MYS,Daily ICU occupancy per million,7.455
2022-01-10,Malaysia,MYS,Daily hospital occupancy,2474.0
2022-01-10,Malaysia,MYS,Daily hospital occupancy per million,72.897
2022-01-10,Malaysia,MYS,Weekly new hospital admissions,2490.0
2022-01-10,Malaysia,MYS,Weekly new hospital admissions per million,73.369
2022-01-11,Malaysia,MYS,Daily ICU occupancy,229.0
2022-01-11,Malaysia,MYS,Daily ICU occupancy per million,6.748
2022-01-11,Malaysia,MYS,Daily hospital occupancy,2420.0
2022-01-11,Malaysia,MYS,Daily hospital occupancy per million,71.306
2022-01-11,Malaysia,MYS,Weekly new hospital admissions,2490.0
2022-01-11,Malaysia,MYS,Weekly new hospital admissions per million,73.369
2022-01-12,Malaysia,MYS,Daily ICU occupancy,215.0
2022-01-12,Malaysia,MYS,Daily ICU occupancy per million,6.335
2022-01-12,Malaysia,MYS,Daily hospital occupancy,2522.0
2022-01-12,Malaysia,MYS,Daily hospital occupancy per million,74.312
2022-01-12,Malaysia,MYS,Weekly new hospital admissions,2517.0
2022-01-12,Malaysia,MYS,Weekly new hospital admissions per million,74.164
2022-01-13,Malaysia,MYS,Daily ICU occupancy,198.0
2022-01-13,Malaysia,MYS,Daily ICU occupancy per million,5.834
2022-01-13,Malaysia,MYS,Daily hospital occupancy,2460.0
2022-01-13,Malaysia,MYS,Daily hospital occupancy per million,72.485
2022-01-13,Malaysia,MYS,Weekly new hospital admissions,2432.0
2022-01-13,Malaysia,MYS,Weekly new hospital admissions per million,71.66
2022-01-14,Malaysia,MYS,Daily ICU occupancy,204.0
2022-01-14,Malaysia,MYS,Daily ICU occupancy per million,6.011
2022-01-14,Malaysia,MYS,Daily hospital occupancy,2365.0
2022-01-14,Malaysia,MYS,Daily hospital occupancy per million,69.685
2022-01-14,Malaysia,MYS,Weekly new hospital admissions,2349.0
2022-01-14,Malaysia,MYS,Weekly new hospital admissions per million,69.214
2022-01-15,Malaysia,MYS,Daily ICU occupancy,193.0
2022-01-15,Malaysia,MYS,Daily ICU occupancy per million,5.687
2022-01-15,Malaysia,MYS,Daily hospital occupancy,2351.0
2022-01-15,Malaysia,MYS,Daily hospital occupancy per million,69.273
2022-01-15,Malaysia,MYS,Weekly new hospital admissions,2283.0
2022-01-15,Malaysia,MYS,Weekly new hospital admissions per million,67.269
2022-01-16,Malaysia,MYS,Daily ICU occupancy,187.0
2022-01-16,Malaysia,MYS,Daily ICU occupancy per million,5.51
2022-01-16,Malaysia,MYS,Daily hospital occupancy,2288.0
2022-01-16,Malaysia,MYS,Daily hospital occupancy per million,67.417
2022-01-16,Malaysia,MYS,Weekly new hospital admissions,2194.0
2022-01-16,Malaysia,MYS,Weekly new hospital admissions per million,64.647
2022-01-17,Malaysia,MYS,Daily ICU occupancy,184.0
2022-01-17,Malaysia,MYS,Daily ICU occupancy per million,5.422
2022-01-17,Malaysia,MYS,Daily hospital occupancy,2079.0
2022-01-17,Malaysia,MYS,Daily hospital occupancy per million,61.258
2022-01-17,Malaysia,MYS,Weekly new hospital admissions,2201.0
2022-01-17,Malaysia,MYS,Weekly new hospital admissions per million,64.853
2022-01-18,Malaysia,MYS,Daily ICU occupancy,183.0
2022-01-18,Malaysia,MYS,Daily ICU occupancy per million,5.392
2022-01-18,Malaysia,MYS,Daily hospital occupancy,1884.0
2022-01-18,Malaysia,MYS,Daily hospital occupancy per million,55.513
2022-01-18,Malaysia,MYS,Weekly new hospital admissions,2119.0
2022-01-18,Malaysia,MYS,Weekly new hospital admissions per million,62.437
2022-01-19,Malaysia,MYS,Daily ICU occupancy,162.0
2022-01-19,Malaysia,MYS,Daily ICU occupancy per million,4.773
2022-01-19,Malaysia,MYS,Daily hospital occupancy,1792.0
2022-01-19,Malaysia,MYS,Daily hospital occupancy per million,52.802
2022-01-19,Malaysia,MYS,Weekly new hospital admissions,1978.0
2022-01-19,Malaysia,MYS,Weekly new hospital admissions per million,58.282
2022-01-20,Malaysia,MYS,Daily ICU occupancy,160.0
2022-01-20,Malaysia,MYS,Daily ICU occupancy per million,4.714
2022-01-20,Malaysia,MYS,Daily hospital occupancy,1772.0
2022-01-20,Malaysia,MYS,Daily hospital occupancy per million,52.213
2022-01-20,Malaysia,MYS,Weekly new hospital admissions,1964.0
2022-01-20,Malaysia,MYS,Weekly new hospital admissions per million,57.87
2022-01-21,Malaysia,MYS,Daily ICU occupancy,149.0
2022-01-21,Malaysia,MYS,Daily ICU occupancy per million,4.39
2022-01-21,Malaysia,MYS,Daily hospital occupancy,1991.0
2022-01-21,Malaysia,MYS,Daily hospital occupancy per million,58.665
2022-01-21,Malaysia,MYS,Weekly new hospital admissions,2035.0
2022-01-21,Malaysia,MYS,Weekly new hospital admissions per million,59.962
2022-01-22,Malaysia,MYS,Daily ICU occupancy,141.0
2022-01-22,Malaysia,MYS,Daily ICU occupancy per million,4.155
2022-01-22,Malaysia,MYS,Daily hospital occupancy,1977.0
2022-01-22,Malaysia,MYS,Daily hospital occupancy per million,58.253
2022-01-22,Malaysia,MYS,Weekly new hospital admissions,2101.0
2022-01-22,Malaysia,MYS,Weekly new hospital admissions per million,61.907
2022-01-23,Malaysia,MYS,Daily ICU occupancy,143.0
2022-01-23,Malaysia,MYS,Daily ICU occupancy per million,4.214
2022-01-23,Malaysia,MYS,Daily hospital occupancy,1976.0
2022-01-23,Malaysia,MYS,Daily hospital occupancy per million,58.223
2022-01-23,Malaysia,MYS,Weekly new hospital admissions,2149.0
2022-01-23,Malaysia,MYS,Weekly new hospital admissions per million,63.321
2022-01-24,Malaysia,MYS,Daily ICU occupancy,146.0
2022-01-24,Malaysia,MYS,Daily ICU occupancy per million,4.302
2022-01-24,Malaysia,MYS,Daily hospital occupancy,1940.0
2022-01-24,Malaysia,MYS,Daily hospital occupancy per million,57.163
2022-01-24,Malaysia,MYS,Weekly new hospital admissions,2195.0
2022-01-24,Malaysia,MYS,Weekly new hospital admissions per million,64.676
2022-01-25,Malaysia,MYS,Daily ICU occupancy,131.0
2022-01-25,Malaysia,MYS,Daily ICU occupancy per million,3.86
2022-01-25,Malaysia,MYS,Daily hospital occupancy,1898.0
2022-01-25,Malaysia,MYS,Daily hospital occupancy per million,55.925
2022-01-25,Malaysia,MYS,Weekly new hospital admissions,2231.0
2022-01-25,Malaysia,MYS,Weekly new hospital admissions per million,65.737
2022-01-26,Malaysia,MYS,Daily ICU occupancy,129.0
2022-01-26,Malaysia,MYS,Daily ICU occupancy per million,3.801
2022-01-26,Malaysia,MYS,Daily hospital occupancy,1922.0
2022-01-26,Malaysia,MYS,Daily hospital occupancy per million,56.632
2022-01-26,Malaysia,MYS,Weekly new hospital admissions,2438.0
2022-01-26,Malaysia,MYS,Weekly new hospital admissions per million,71.836
2022-01-27,Malaysia,MYS,Daily ICU occupancy,124.0
2022-01-27,Malaysia,MYS,Daily ICU occupancy per million,3.654
2022-01-27,Malaysia,MYS,Daily hospital occupancy,2002.0
2022-01-27,Malaysia,MYS,Daily hospital occupancy per million,58.99
2022-01-27,Malaysia,MYS,Weekly new hospital admissions,2579.0
2022-01-27,Malaysia,MYS,Weekly new hospital admissions per million,75.991
2022-01-28,Malaysia,MYS,Daily ICU occupancy,127.0
2022-01-28,Malaysia,MYS,Daily ICU occupancy per million,3.742
2022-01-28,Malaysia,MYS,Daily hospital occupancy,1844.0
2022-01-28,Malaysia,MYS,Daily hospital occupancy per million,54.334
2022-01-28,Malaysia,MYS,Weekly new hospital admissions,2613.0
2022-01-28,Malaysia,MYS,Weekly new hospital admissions per million,76.993
2022-01-29,Malaysia,MYS,Daily ICU occupancy,119.0
2022-01-29,Malaysia,MYS,Daily ICU occupancy per million,3.506
2022-01-29,Malaysia,MYS,Daily hospital occupancy,2036.0
2022-01-29,Malaysia,MYS,Daily hospital occupancy per million,59.991
2022-01-29,Malaysia,MYS,Weekly new hospital admissions,2594.0
2022-01-29,Malaysia,MYS,Weekly new hospital admissions per million,76.433
2022-01-30,Malaysia,MYS,Daily ICU occupancy,120.0
2022-01-30,Malaysia,MYS,Daily ICU occupancy per million,3.536
2022-01-30,Malaysia,MYS,Daily hospital occupancy,2070.0
2022-01-30,Malaysia,MYS,Daily hospital occupancy per million,60.993
2022-01-30,Malaysia,MYS,Weekly new hospital admissions,2616.0
2022-01-30,Malaysia,MYS,Weekly new hospital admissions per million,77.081
2022-01-31,Malaysia,MYS,Daily ICU occupancy,114.0
2022-01-31,Malaysia,MYS,Daily ICU occupancy per million,3.359
2022-01-31,Malaysia,MYS,Daily hospital occupancy,2064.0
2022-01-31,Malaysia,MYS,Daily hospital occupancy per million,60.816
2022-01-31,Malaysia,MYS,Weekly new hospital admissions,2618.0
2022-01-31,Malaysia,MYS,Weekly new hospital admissions per million,77.14
2022-02-01,Malaysia,MYS,Daily ICU occupancy,113.0
2022-02-01,Malaysia,MYS,Daily ICU occupancy per million,3.33
2022-02-01,Malaysia,MYS,Daily hospital occupancy,2189.0
2022-02-01,Malaysia,MYS,Daily hospital occupancy per million,64.5
2022-02-01,Malaysia,MYS,Weekly new hospital admissions,2737.0
2022-02-01,Malaysia,MYS,Weekly new hospital admissions per million,80.647
2022-02-02,Malaysia,MYS,Daily ICU occupancy,112.0
2022-02-02,Malaysia,MYS,Daily ICU occupancy per million,3.3
2022-02-02,Malaysia,MYS,Daily hospital occupancy,2294.0
2022-02-02,Malaysia,MYS,Daily hospital occupancy per million,67.593
2022-02-02,Malaysia,MYS,Weekly new hospital admissions,2679.0
2022-02-02,Malaysia,MYS,Weekly new hospital admissions per million,78.938
2022-02-03,Malaysia,MYS,Daily ICU occupancy,114.0
2022-02-03,Malaysia,MYS,Daily ICU occupancy per million,3.359
2022-02-03,Malaysia,MYS,Daily hospital occupancy,2378.0
2022-02-03,Malaysia,MYS,Daily hospital occupancy per million,70.069
2022-02-03,Malaysia,MYS,Weekly new hospital admissions,2669.0
2022-02-03,Malaysia,MYS,Weekly new hospital admissions per million,78.643
2022-02-04,Malaysia,MYS,Daily ICU occupancy,114.0
2022-02-04,Malaysia,MYS,Daily ICU occupancy per million,3.359
2022-02-04,Malaysia,MYS,Daily hospital occupancy,2594.0
2022-02-04,Malaysia,MYS,Daily hospital occupancy per million,76.433
2022-02-04,Malaysia,MYS,Weekly new hospital admissions,2835.0
2022-02-04,Malaysia,MYS,Weekly new hospital admissions per million,83.534
2022-02-05,Malaysia,MYS,Daily ICU occupancy,123.0
2022-02-05,Malaysia,MYS,Daily ICU occupancy per million,3.624
2022-02-05,Malaysia,MYS,Daily hospital occupancy,2777.0
2022-02-05,Malaysia,MYS,Daily hospital occupancy per million,81.825
2022-02-05,Malaysia,MYS,Weekly new hospital admissions,3137.0
2022-02-05,Malaysia,MYS,Weekly new hospital admissions per million,92.433
2022-02-06,Malaysia,MYS,Daily ICU occupancy,137.0
2022-02-06,Malaysia,MYS,Daily ICU occupancy per million,4.037
2022-02-06,Malaysia,MYS,Daily hospital occupancy,2948.0
2022-02-06,Malaysia,MYS,Daily hospital occupancy per million,86.864
2022-02-06,Malaysia,MYS,Weekly new hospital admissions,3444.0
2022-02-06,Malaysia,MYS,Weekly new hospital admissions per million,101.479
2022-02-07,Malaysia,MYS,Daily ICU occupancy,135.0
2022-02-07,Malaysia,MYS,Daily ICU occupancy per million,3.978
2022-02-07,Malaysia,MYS,Daily hospital occupancy,3100.0
2022-02-07,Malaysia,MYS,Daily hospital occupancy per million,91.342
2022-02-07,Malaysia,MYS,Weekly new hospital admissions,3772.0
2022-02-07,Malaysia,MYS,Weekly new hospital admissions per million,111.143
2022-02-08,Malaysia,MYS,Daily ICU occupancy,138.0
2022-02-08,Malaysia,MYS,Daily ICU occupancy per million,4.066
2022-02-08,Malaysia,MYS,Daily hospital occupancy,3430.0
2022-02-08,Malaysia,MYS,Daily hospital occupancy per million,101.066
2022-02-08,Malaysia,MYS,Weekly new hospital admissions,4211.0
2022-02-08,Malaysia,MYS,Weekly new hospital admissions per million,124.078
2022-02-09,Malaysia,MYS,Daily ICU occupancy,147.0
2022-02-09,Malaysia,MYS,Daily ICU occupancy per million,4.331
2022-02-09,Malaysia,MYS,Daily hospital occupancy,3802.0
2022-02-09,Malaysia,MYS,Daily hospital occupancy per million,112.027
2022-02-09,Malaysia,MYS,Weekly new hospital admissions,4740.0
2022-02-09,Malaysia,MYS,Weekly new hospital admissions per million,139.666
2022-02-10,Malaysia,MYS,Daily ICU occupancy,158.0
2022-02-10,Malaysia,MYS,Daily ICU occupancy per million,4.656
2022-02-10,Malaysia,MYS,Daily hospital occupancy,4057.0
2022-02-10,Malaysia,MYS,Daily hospital occupancy per million,119.541
2022-02-10,Malaysia,MYS,Weekly new hospital admissions,5307.0
2022-02-10,Malaysia,MYS,Weekly new hospital admissions per million,156.372
2022-02-11,Malaysia,MYS,Daily ICU occupancy,156.0
2022-02-11,Malaysia,MYS,Daily ICU occupancy per million,4.597
2022-02-11,Malaysia,MYS,Daily hospital occupancy,4375.0
2022-02-11,Malaysia,MYS,Daily hospital occupancy per million,128.911
2022-02-11,Malaysia,MYS,Weekly new hospital admissions,5813.0
2022-02-11,Malaysia,MYS,Weekly new hospital admissions per million,171.282
2022-02-12,Malaysia,MYS,Daily ICU occupancy,176.0
2022-02-12,Malaysia,MYS,Daily ICU occupancy per million,5.186
2022-02-12,Malaysia,MYS,Daily hospital occupancy,4675.0
2022-02-12,Malaysia,MYS,Daily hospital occupancy per million,137.75
2022-02-12,Malaysia,MYS,Weekly new hospital admissions,6234.0
2022-02-12,Malaysia,MYS,Weekly new hospital admissions per million,183.687
2022-02-13,Malaysia,MYS,Daily ICU occupancy,187.0
2022-02-13,Malaysia,MYS,Daily ICU occupancy per million,5.51
2022-02-13,Malaysia,MYS,Daily hospital occupancy,5010.0
2022-02-13,Malaysia,MYS,Daily hospital occupancy per million,147.621
2022-02-13,Malaysia,MYS,Weekly new hospital admissions,6603.0
2022-02-13,Malaysia,MYS,Weekly new hospital admissions per million,194.559
2022-02-14,Malaysia,MYS,Daily ICU occupancy,199.0
2022-02-14,Malaysia,MYS,Daily ICU occupancy per million,5.864
2022-02-14,Malaysia,MYS,Daily hospital occupancy,5085.0
2022-02-14,Malaysia,MYS,Daily hospital occupancy per million,149.831
2022-02-14,Malaysia,MYS,Weekly new hospital admissions,7132.0
2022-02-14,Malaysia,MYS,Weekly new hospital admissions per million,210.147
2022-02-15,Malaysia,MYS,Daily ICU occupancy,194.0
2022-02-15,Malaysia,MYS,Daily ICU occupancy per million,5.716
2022-02-15,Malaysia,MYS,Daily hospital occupancy,5290.0
2022-02-15,Malaysia,MYS,Daily hospital occupancy per million,155.871
2022-02-15,Malaysia,MYS,Weekly new hospital admissions,7617.0
2022-02-15,Malaysia,MYS,Weekly new hospital admissions per million,224.437
2022-02-16,Malaysia,MYS,Daily ICU occupancy,204.0
2022-02-16,Malaysia,MYS,Daily ICU occupancy per million,6.011
2022-02-16,Malaysia,MYS,Daily hospital occupancy,5477.0
2022-02-16,Malaysia,MYS,Daily hospital occupancy per million,161.381
2022-02-16,Malaysia,MYS,Weekly new hospital admissions,8035.0
2022-02-16,Malaysia,MYS,Weekly new hospital admissions per million,236.754
2022-02-17,Malaysia,MYS,Daily ICU occupancy,216.0
2022-02-17,Malaysia,MYS,Daily ICU occupancy per million,6.365
2022-02-17,Malaysia,MYS,Daily hospital occupancy,5779.0
2022-02-17,Malaysia,MYS,Daily hospital occupancy per million,170.28
2022-02-17,Malaysia,MYS,Weekly new hospital admissions,8512.0
2022-02-17,Malaysia,MYS,Weekly new hospital admissions per million,250.809
2022-02-18,Malaysia,MYS,Daily ICU occupancy,235.0
2022-02-18,Malaysia,MYS,Daily ICU occupancy per million,6.924
2022-02-18,Malaysia,MYS,Daily hospital occupancy,5995.0
2022-02-18,Malaysia,MYS,Daily hospital occupancy per million,176.645
2022-02-18,Malaysia,MYS,Weekly new hospital admissions,9047.0
2022-02-18,Malaysia,MYS,Weekly new hospital admissions per million,266.573
2022-02-19,Malaysia,MYS,Daily ICU occupancy,238.0
2022-02-19,Malaysia,MYS,Daily ICU occupancy per million,7.013
2022-02-19,Malaysia,MYS,Daily hospital occupancy,5870.0
2022-02-19,Malaysia,MYS,Daily hospital occupancy per million,172.961
2022-02-19,Malaysia,MYS,Weekly new hospital admissions,9502.0
2022-02-19,Malaysia,MYS,Weekly new hospital admissions per million,279.979
2022-02-20,Malaysia,MYS,Daily ICU occupancy,247.0
2022-02-20,Malaysia,MYS,Daily ICU occupancy per million,7.278
2022-02-20,Malaysia,MYS,Daily hospital occupancy,6187.0
2022-02-20,Malaysia,MYS,Daily hospital occupancy per million,182.302
2022-02-20,Malaysia,MYS,Weekly new hospital admissions,9946.0
2022-02-20,Malaysia,MYS,Weekly new hospital admissions per million,293.062
2022-02-21,Malaysia,MYS,Daily ICU occupancy,272.0
2022-02-21,Malaysia,MYS,Daily ICU occupancy per million,8.015
2022-02-21,Malaysia,MYS,Daily hospital occupancy,6417.0
2022-02-21,Malaysia,MYS,Daily hospital occupancy per million,189.079
2022-02-21,Malaysia,MYS,Weekly new hospital admissions,10278.0
2022-02-21,Malaysia,MYS,Weekly new hospital admissions per million,302.844
2022-02-22,Malaysia,MYS,Daily ICU occupancy,286.0
2022-02-22,Malaysia,MYS,Daily ICU occupancy per million,8.427
2022-02-22,Malaysia,MYS,Daily hospital occupancy,6192.0
2022-02-22,Malaysia,MYS,Daily hospital occupancy per million,182.449
2022-02-22,Malaysia,MYS,Weekly new hospital admissions,10466.0
2022-02-22,Malaysia,MYS,Weekly new hospital admissions per million,308.384
2022-02-23,Malaysia,MYS,Daily ICU occupancy,305.0
2022-02-23,Malaysia,MYS,Daily ICU occupancy per million,8.987
2022-02-23,Malaysia,MYS,Daily hospital occupancy,6346.0
2022-02-23,Malaysia,MYS,Daily hospital occupancy per million,186.987
2022-02-23,Malaysia,MYS,Weekly new hospital admissions,10937.0
2022-02-23,Malaysia,MYS,Weekly new hospital admissions per million,322.262
2022-02-24,Malaysia,MYS,Daily ICU occupancy,327.0
2022-02-24,Malaysia,MYS,Daily ICU occupancy per million,9.635
2022-02-24,Malaysia,MYS,Daily hospital occupancy,6586.0
2022-02-24,Malaysia,MYS,Daily hospital occupancy per million,194.059
2022-02-24,Malaysia,MYS,Weekly new hospital admissions,11232.0
2022-02-24,Malaysia,MYS,Weekly new hospital admissions per million,330.954
2022-02-25,Malaysia,MYS,Daily ICU occupancy,332.0
2022-02-25,Malaysia,MYS,Daily ICU occupancy per million,9.782
2022-02-25,Malaysia,MYS,Daily hospital occupancy,6524.0
2022-02-25,Malaysia,MYS,Daily hospital occupancy per million,192.232
2022-02-25,Malaysia,MYS,Weekly new hospital admissions,11282.0
2022-02-25,Malaysia,MYS,Weekly new hospital admissions per million,332.428
2022-02-26,Malaysia,MYS,Daily ICU occupancy,348.0
2022-02-26,Malaysia,MYS,Daily ICU occupancy per million,10.254
2022-02-26,Malaysia,MYS,Daily hospital occupancy,6645.0
2022-02-26,Malaysia,MYS,Daily hospital occupancy per million,195.797
2022-02-26,Malaysia,MYS,Weekly new hospital admissions,11364.0
2022-02-26,Malaysia,MYS,Weekly new hospital admissions per million,334.844
2022-02-27,Malaysia,MYS,Daily ICU occupancy,353.0
2022-02-27,Malaysia,MYS,Daily ICU occupancy per million,10.401
2022-02-27,Malaysia,MYS,Daily hospital occupancy,6621.0
2022-02-27,Malaysia,MYS,Daily hospital occupancy per million,195.09
2022-02-27,Malaysia,MYS,Weekly new hospital admissions,11458.0
2022-02-27,Malaysia,MYS,Weekly new hospital admissions per million,337.614
2022-02-28,Malaysia,MYS,Daily ICU occupancy,361.0
2022-02-28,Malaysia,MYS,Daily ICU occupancy per million,10.637
2022-02-28,Malaysia,MYS,Daily hospital occupancy,6615.0
2022-02-28,Malaysia,MYS,Daily hospital occupancy per million,194.913
2022-02-28,Malaysia,MYS,Weekly new hospital admissions,11505.0
2022-02-28,Malaysia,MYS,Weekly new hospital admissions per million,338.998
2022-03-01,Malaysia,MYS,Daily ICU occupancy,374.0
2022-03-01,Malaysia,MYS,Daily ICU occupancy per million,11.02
2022-03-01,Malaysia,MYS,Daily hospital occupancy,6308.0
2022-03-01,Malaysia,MYS,Daily hospital occupancy per million,185.867
2022-03-01,Malaysia,MYS,Weekly new hospital admissions,11735.0
2022-03-01,Malaysia,MYS,Weekly new hospital admissions per million,345.775
2022-03-02,Malaysia,MYS,Daily ICU occupancy,360.0
2022-03-02,Malaysia,MYS,Daily ICU occupancy per million,10.608
